Total: 4706, Correct: 3828, Accuracy:0.813430
Details:
('C:\\workspace\\race_detect\\UTKFace\\test\\0\\100_1_0_20170117195420803.jpg.chip.jpg', 'white', 'white', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\40_1_1_20170113000039241.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\40_1_1_20170113000204402.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\40_1_1_20170113001316202.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\40_1_1_20170113001848827.jpg.chip.jpg', 'black', 'black', '>=80', 99.997878074646)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\40_1_1_20170113010421198.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\40_1_1_20170116235434882.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\40_1_1_20170117170159680.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\40_1_1_20170117171222293.jpg.chip.jpg', 'black', 'black', '>=80', 99.99957084655762)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\41_0_1_20170113152808025.jpg.chip.jpg', 'black', 'black', '>=80', 99.95508790016174)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\41_0_1_20170116143010959.jpg.chip.jpg', 'black', 'indian', '>=80', 99.64725375175476)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\41_0_1_20170117011534258.jpg.chip.jpg', 'black', 'black', '>=80', 99.99994039535522)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\41_0_1_20170117171011004.jpg.chip.jpg', 'black', 'black', '>=80', 99.99988079071045)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\41_0_1_20170117173648607.jpg.chip.jpg', 'black', 'black', '>=80', 99.99996423721313)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\41_1_1_20170117021604893.jpg.chip.jpg', 'black', 'indian', '>=80', 82.59892463684082)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\41_1_1_20170117171024861.jpg.chip.jpg', 'black', 'others', '>=80', 89.55188393592834)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\42_0_1_20170111200932454.jpg.chip.jpg', 'black', 'indian', '>=80', 99.62900876998901)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\42_0_1_20170113155108219.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\42_0_1_20170113181524871.jpg.chip.jpg', 'black', 'black', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\42_0_1_20170113184124287.jpg.chip.jpg', 'black', 'black', '>=80', 99.99990463256836)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\42_0_1_20170113185220472.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\42_0_1_20170117171459684.jpg.chip.jpg', 'black', 'black', '>=80', 99.9955415725708)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\42_0_1_20170117171503046.jpg.chip.jpg', 'black', 'black', '>=80', 83.18618535995483)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\42_1_1_20170104210422988.jpg.chip.jpg', 'black', 'asian', '>=80', 90.60097932815552)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\42_1_1_20170113001802155.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\43_0_1_20170104184132454.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\43_0_1_20170116210444779.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\43_0_1_20170117165517973.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\43_0_1_20170117191927113.jpg.chip.jpg', 'black', 'black', '>=80', 99.9998688697815)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\43_1_1_20170105172848997.jpg.chip.jpg', 'black', 'black', '>=80', 99.99135732650757)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\43_1_1_20170116023857562.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\43_1_1_20170117015530911.jpg.chip.jpg', 'black', 'indian', '>=80', 99.97779726982117)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\43_1_1_20170117155119604.jpg.chip.jpg', 'black', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\43_1_1_20170117155120541.jpg.chip.jpg', 'black', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\44_0_1_20170113142045653.jpg.chip.jpg', 'black', 'black', '>=80', 99.99996423721313)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\44_0_1_20170113154757026.jpg.chip.jpg', 'black', 'asian', '>=80', 98.6432135105133)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\44_0_1_20170117134941304.jpg.chip.jpg', 'black', 'black', '>=80', 99.87762570381165)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\44_0_1_20170117142003663.jpg.chip.jpg', 'black', 'black', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\44_0_1_20170117172018631.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\44_1_1_20170116164354400.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170113142436445.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170113152719963.jpg.chip.jpg', 'black', 'black', '>=80', 99.99942779541016)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170113175345292.jpg.chip.jpg', 'black', 'black', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170113182926126.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170116022112213.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170117140113412.jpg.chip.jpg', 'black', 'black', '>=80', 99.99407529830933)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170117140619918.jpg.chip.jpg', 'black', 'black', '>=80', 99.99984502792358)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170117154348380.jpg.chip.jpg', 'black', 'black', '>=80', 98.43876361846924)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170117165523332.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170117165545265.jpg.chip.jpg', 'black', 'black', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170117165650390.jpg.chip.jpg', 'black', 'black', '>=80', 99.99983310699463)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170117170533401.jpg.chip.jpg', 'black', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_0_1_20170117171145629.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_1_1_20170112215205776.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_1_1_20170112234408154.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_1_1_20170113005725568.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_1_1_20170113012310351.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_1_1_20170113012603225.jpg.chip.jpg', 'black', 'black', '>=80', 99.99542236328125)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\45_1_1_20170117154449503.jpg.chip.jpg', 'black', 'black', '<80', 76.94057822227478)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\46_0_1_20170113152154248.jpg.chip.jpg', 'black', 'black', '>=80', 99.99203681945801)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\46_0_1_20170113184447960.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\46_1_1_20170112215250704.jpg.chip.jpg', 'black', 'indian', '>=80', 81.73948526382446)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\46_1_1_20170113001246891.jpg.chip.jpg', 'black', 'black', '>=80', 99.98446702957153)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\47_0_1_20170109004328399.jpg.chip.jpg', 'black', 'indian', '>=80', 99.9964714050293)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\47_0_1_20170117141144856.jpg.chip.jpg', 'black', 'white', '>=80', 81.41878247261047)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\47_0_1_20170117172015693.jpg.chip.jpg', 'black', 'black', '>=80', 99.98233914375305)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\47_0_1_20170117190323954.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\47_0_1_20170117193737256.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\47_1_1_20170112231603253.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\47_1_1_20170113012000953.jpg.chip.jpg', 'black', 'black', '>=80', 99.98879432678223)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\48_0_1_20170113142055436.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\48_0_1_20170113172954867.jpg.chip.jpg', 'black', 'black', '>=80', 99.59064722061157)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\48_0_1_20170117173143196.jpg.chip.jpg', 'black', 'black', '>=80', 99.99966621398926)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\48_0_1_20170119203634847.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\48_1_1_20170109220301068.jpg.chip.jpg', 'black', 'black', '<80', 65.99642038345337)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\48_1_1_20170109221012363.jpg.chip.jpg', 'black', 'black', '>=80', 99.98327493667603)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\48_1_1_20170117175130020.jpg.chip.jpg', 'black', 'black', '>=80', 90.25736451148987)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\49_0_1_20170111200637109.jpg.chip.jpg', 'black', 'indian', '>=80', 98.14198613166809)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\49_0_1_20170113184332336.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\49_0_1_20170117180355439.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\49_1_1_20170112235151889.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\49_1_1_20170113012017156.jpg.chip.jpg', 'black', 'black', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\4_0_1_20161219230428976.jpg.chip.jpg', 'black', 'black', '>=80', 93.9471423625946)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\4_0_1_20170110213311678.jpg.chip.jpg', 'black', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\4_0_1_20170110213631827.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\4_0_1_20170116153056871.jpg.chip.jpg', 'black', 'black', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\4_1_1_20170109194656449.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_0_1_20170104210950012.jpg.chip.jpg', 'black', 'black', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_0_1_20170111203545405.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_0_1_20170113134715664.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_0_1_20170113152855753.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_0_1_20170113184346534.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_0_1_20170113185435080.jpg.chip.jpg', 'black', 'black', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_0_1_20170113195720980.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_0_1_20170117181702370.jpg.chip.jpg', 'black', 'indian', '>=80', 99.99967813491821)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_0_1_20170120220929108.jpg.chip.jpg', 'black', 'others', '<80', 62.993013858795166)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_0_1_20170120221415661.jpg.chip.jpg', 'black', 'black', '>=80', 99.96558427810669)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_1_1_20170112210916132.jpg.chip.jpg', 'black', 'black', '>=80', 95.88078260421753)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_1_1_20170112235535579.jpg.chip.jpg', 'black', 'black', '>=80', 99.99988079071045)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_1_1_20170113002034412.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_1_1_20170114030118769.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_1_1_20170117133207717.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\50_1_1_20170120220813715.jpg.chip.jpg', 'black', 'black', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\51_0_1_20170117160804231.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\51_1_1_20170115235508848.jpg.chip.jpg', 'black', 'black', '>=80', 99.15355443954468)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\52_0_1_20170113174550147.jpg.chip.jpg', 'black', 'black', '>=80', 99.9998927116394)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\52_0_1_20170113174958212.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\52_0_1_20170113184703751.jpg.chip.jpg', 'black', 'white', '>=80', 99.99943971633911)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\52_0_1_20170117161018159.jpg.chip.jpg', 'black', 'white', '>=80', 99.99920129776001)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\52_1_1_20170113000549723.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\53_0_1_20170104172747354.jpg.chip.jpg', 'black', 'black', '>=80', 99.83357787132263)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\53_0_1_20170113174111826.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\53_1_1_20170110125140922.jpg.chip.jpg', 'black', 'black', '>=80', 99.99966621398926)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\53_1_1_20170113013025665.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\53_1_1_20170116180111461.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\54_0_1_20170113145459151.jpg.chip.jpg', 'black', 'black', '<80', 56.98024034500122)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\54_0_1_20170117173258493.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\54_0_1_20170117190531158.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\54_1_1_20170104184935862.jpg.chip.jpg', 'black', 'black', '>=80', 99.99995231628418)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\54_1_1_20170112210508783.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\54_1_1_20170120223626558.jpg.chip.jpg', 'black', 'white', '>=80', 82.20778107643127)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\55_0_1_20170113195601362.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\55_0_1_20170120134315207.jpg.chip.jpg', 'black', 'black', '<80', 74.66941475868225)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\55_1_1_20170116232600318.jpg.chip.jpg', 'black', 'black', '>=80', 99.99632835388184)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\55_1_1_20170120221120195.jpg.chip.jpg', 'black', 'black', '<80', 65.53048491477966)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\56_0_1_20170111202009206.jpg.chip.jpg', 'black', 'black', '>=80', 99.4214117527008)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\56_0_1_20170113173811475.jpg.chip.jpg', 'black', 'white', '<80', 69.41994428634644)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\56_0_1_20170113185159368.jpg.chip.jpg', 'black', 'black', '>=80', 97.21581935882568)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\56_0_1_20170117191856555.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\56_0_1_20170120222838627.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\56_1_1_20170110143501684.jpg.chip.jpg', 'black', 'black', '>=80', 99.99994039535522)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\56_1_1_20170110153620007.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\56_1_1_20170112210514093.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\56_1_1_20170112231901927.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\56_1_1_20170113012703776.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\58_0_1_20170117184831471.jpg.chip.jpg', 'black', 'black', '>=80', 99.2889404296875)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\58_0_1_20170120222527209.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\58_1_1_20170113012118016.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\59_0_1_20170113152816239.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\5_0_1_20170103205158426.jpg.chip.jpg', 'black', 'black', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\5_0_1_20170113154912353.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\5_1_1_20170104010044345.jpg.chip.jpg', 'black', 'black', '>=80', 92.88933277130127)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\60_0_1_20170117160042904.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\60_1_1_20170112230424534.jpg.chip.jpg', 'black', 'white', '>=80', 99.64983463287354)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\60_1_1_20170120222320336.jpg.chip.jpg', 'black', 'black', '>=80', 99.99995231628418)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\61_0_1_20170111203344701.jpg.chip.jpg', 'black', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\61_0_1_20170113185419607.jpg.chip.jpg', 'black', 'black', '>=80', 84.70636010169983)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\61_0_1_20170113190738584.jpg.chip.jpg', 'black', 'asian', '<80', 53.19742560386658)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\61_0_1_20170117182431301.jpg.chip.jpg', 'black', 'black', '>=80', 99.99915361404419)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\61_0_1_20170117194600743.jpg.chip.jpg', 'black', 'black', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\61_1_1_20170117174626414.jpg.chip.jpg', 'black', 'asian', '>=80', 83.94136428833008)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\62_0_1_20170111203832046.jpg.chip.jpg', 'black', 'black', '>=80', 99.99997615814209)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\62_0_1_20170113142229676.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\62_0_1_20170113154852003.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\62_0_1_20170113173405674.jpg.chip.jpg', 'black', 'black', '>=80', 99.99611377716064)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\62_0_1_20170113182556749.jpg.chip.jpg', 'black', 'black', '>=80', 99.99914169311523)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\62_0_1_20170113182604718.jpg.chip.jpg', 'black', 'white', '>=80', 80.35632371902466)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\62_0_1_20170113184846159.jpg.chip.jpg', 'black', 'black', '>=80', 90.36939740180969)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\63_0_1_20170117194925787.jpg.chip.jpg', 'black', 'black', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\63_0_1_20170120223325931.jpg.chip.jpg', 'black', 'black', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\64_0_1_20170117182526238.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\65_0_1_20170111200815149.jpg.chip.jpg', 'black', 'white', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\65_0_1_20170113184830231.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\65_0_1_20170117194017535.jpg.chip.jpg', 'black', 'black', '>=80', 99.99924898147583)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\65_0_1_20170120223512324.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\68_0_1_20170111204337366.jpg.chip.jpg', 'black', 'black', '>=80', 99.99998807907104)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\68_0_1_20170117172339634.jpg.chip.jpg', 'black', 'white', '>=80', 99.99985694885254)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\68_0_1_20170117192237032.jpg.chip.jpg', 'black', 'white', '>=80', 99.63890314102173)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\68_0_1_20170117193455181.jpg.chip.jpg', 'black', 'black', '>=80', 96.99733853340149)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\68_1_1_20170112211704724.jpg.chip.jpg', 'black', 'black', '>=80', 99.77163076400757)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\69_0_1_20170113184924520.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\70_0_1_20170120223446317.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\70_1_1_20170120222723433.jpg.chip.jpg', 'black', 'black', '>=80', 99.99831914901733)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\71_0_1_20170113175251268.jpg.chip.jpg', 'black', 'black', '>=80', 99.99979734420776)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\72_1_1_20170120223941518.jpg.chip.jpg', 'black', 'black', '>=80', 99.99985694885254)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\75_0_1_20170111211400077.jpg.chip.jpg', 'black', 'black', '>=80', 99.99476671218872)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\75_0_1_20170111221706652.jpg.chip.jpg', 'black', 'indian', '>=80', 99.83497858047485)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\75_0_1_20170117183723984.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\76_0_1_20170116204915499.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\76_1_1_20170112205902715.jpg.chip.jpg', 'black', 'black', '>=80', 97.39391207695007)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\78_0_1_20170111210701342.jpg.chip.jpg', 'black', 'black', '>=80', 99.69297051429749)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\78_0_1_20170113175613132.jpg.chip.jpg', 'black', 'black', '>=80', 99.99982118606567)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\78_0_1_20170117190604291.jpg.chip.jpg', 'black', 'indian', '>=80', 99.23408031463623)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\7_1_1_20170112211336710.jpg.chip.jpg', 'black', 'black', '>=80', 99.75869655609131)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\80_0_1_20170111205416943.jpg.chip.jpg', 'black', 'black', '>=80', 89.803147315979)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\80_0_1_20170116003703261.jpg.chip.jpg', 'black', 'black', '>=80', 100.0)
('C:\\workspace\\race_detect\\UTKFace\\test\\1\\82_1_1_20170110154342872.jpg.chip.jpg', 'black', 'black', '>=80', 99.20307397842407)
